customer_id,customer_name,segment,region,first_order_date,last_order_date,total_orders,total_revenue,total_profit,total_quantity,avg_order_value,is_repeat_customer,days_since_last_order,is_churned_customer,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment
CM-11815,Candace McMahon,Corporate,Central,2014-11-14,2017-08-21,6,1673.888,214.463,38,278.98133333333334,True,131,True,131,6,1673.888,2,2,2,222,Lost / Low Value
CM-11935,Carlos Meador,Consumer,South,2015-09-24,2016-01-22,2,565.392,-43.732400000000005,18,282.696,True,708,True,708,2,565.392,1,1,1,111,Lost / Low Value
CM-12115,Chad McGuire,Consumer,East,2015-03-29,2017-12-22,4,1661.6100000000001,409.0679,35,415.40250000000003,True,8,False,8,4,1661.6100000000001,4,1,2,412,Potential Loyalists
CM-12160,Charles McCrossin,Consumer,Central,2016-10-21,2017-12-04,6,2533.314,-394.3686,23,422.219,True,26,False,26,6,2533.314,4,2,3,423,Potential Loyalists
CM-12190,Charlotte Melton,Consumer,East,2015-09-18,2017-12-22,6,1475.144,91.2033,21,245.85733333333334,True,8,False,8,6,1475.144,4,2,2,422,Potential Loyalists
CM-12235,Chris McAfee,Consumer,Central,2016-05-01,2016-12-10,5,2305.712,365.0387,28,461.1424,True,385,True,385,5,2305.712,1,2,3,123,Lost / Low Value
CM-12385,Christopher Martinez,Consumer,South,2015-03-16,2017-11-23,4,8954.019999999999,3899.8903999999998,34,2238.5049999999997,True,37,False,37,4,8954.019999999999,3,1,4,314,Potential Loyalists
CM-12445,Chuck Magee,Consumer,West,2014-06-09,2016-10-20,3,287.99,64.4296,32,95.99666666666667,True,436,True,436,3,287.99,1,1,1,111,Lost / Low Value
CM-12655,Corinna Mitchell,Home Office,West,2015-03-19,2017-12-03,6,6339.5576,1572.4585,42,1056.5929333333333,True,27,False,27,6,6339.5576,4,2,4,424,Potential Loyalists
CM-12715,Craig Molinari,Corporate,Central,2014-03-07,2015-03-01,4,3984.4524,176.3108,57,996.1131,True,1035,True,1035,4,3984.4524,1,1,4,114,Lost / Low Value
CP-12085,Cathy Prescott,Corporate,East,2014-12-04,2017-10-09,8,5402.254,427.0258,57,675.28175,True,82,False,82,8,5402.254,2,3,4,234,At Risk
CP-12340,Christine Phan,Corporate,East,2014-03-17,2017-07-23,8,5888.275,-1850.3029000000001,59,736.034375,True,160,True,160,8,5888.275,2,3,4,234,At Risk
CR-12580,Clay Rozendal,Home Office,Central,2016-04-18,2017-11-03,4,2148.852,74.40129999999999,32,537.213,True,57,False,57,4,2148.852,3,1,2,312,Potential Loyalists
CR-12625,Corey Roper,Home Office,East,2014-06-01,2016-09-16,3,475.9,144.7594,14,158.63333333333333,True,470,True,470,3,475.9,1,1,1,111,Lost / Low Value
CR-12730,Craig Reiter,Consumer,East,2014-08-20,2017-10-13,4,1600.55,306.9176,18,400.1375,True,78,False,78,4,1600.55,2,1,2,212,Lost / Low Value
CR-12820,Cyra Reiten,Home Office,East,2015-01-24,2017-10-06,3,1397.8724,83.27029999999999,26,465.9574666666667,True,85,False,85,3,1397.8724,2,1,2,212,Lost / Low Value
CS-11845,Cari Sayre,Corporate,West,2014-12-14,2017-09-30,5,1278.954,185.3776,22,255.7908,True,91,True,91,5,1278.954,2,2,2,222,Lost / Low Value
CS-11860,Cari Schnelling,Consumer,South,2014-05-02,2017-07-21,6,537.632,105.8275,16,89.60533333333332,True,162,True,162,6,537.632,2,2,1,221,Lost / Low Value
CS-11950,Carlos Soltero,Consumer,Central,2014-06-08,2017-12-05,11,3036.547,-126.4223,68,276.0497272727273,True,25,False,25,11,3036.547,4,4,3,443,Champions
CS-12130,Chad Sievert,Consumer,West,2014-08-05,2016-08-28,4,884.64,143.8339,28,221.16,True,489,True,489,4,884.64,1,1,1,111,Lost / Low Value
CS-12175,Charles Sheldon,Corporate,South,2014-08-12,2017-05-12,5,844.4580000000001,113.1405,30,168.8916,True,232,True,232,5,844.4580000000001,1,2,1,121,Lost / Low Value
CS-12250,Chris Selesnick,Corporate,South,2014-01-13,2017-12-04,12,2754.216,738.3626,97,229.518,True,26,False,26,12,2754.216,4,4,3,443,Champions
CS-12355,Christine Sundaresam,Consumer,South,2014-08-15,2017-12-24,11,3202.1620000000003,831.9432,74,291.1056363636364,True,6,False,6,11,3202.1620000000003,4,4,3,443,Champions
CS-12400,Christopher Schild,Home Office,Central,2014-09-26,2017-12-28,9,3651.8585000000003,-342.80330000000004,47,405.7620555555556,True,2,False,2,9,3651.8585000000003,4,4,3,443,Champions
CS-12460,Chuck Sachs,Consumer,South,2017-07-03,2017-12-03,2,550.644,156.2593,13,275.322,True,27,False,27,2,550.644,4,1,1,411,Potential Loyalists
CS-12490,Cindy Schnelling,Corporate,Central,2015-01-12,2016-11-01,4,1077.2285,-302.8761,33,269.307125,True,424,True,424,4,1077.2285,1,1,1,111,Lost / Low Value
CS-12505,Cindy Stewart,Consumer,South,2014-03-26,2017-11-02,6,5690.054999999999,-6626.389499999999,40,948.3424999999999,True,58,False,58,6,5690.054999999999,3,2,4,324,Potential Loyalists
CT-11995,Carol Triggs,Consumer,Central,2014-05-07,2017-09-25,8,3241.898,161.22629999999995,60,405.23725,True,96,True,96,8,3241.898,2,3,3,233,At Risk
CV-12295,Christina VanderZanden,Consumer,West,2014-03-28,2017-04-20,5,2830.6279999999997,493.0861,54,566.1256,True,254,True,254,5,2830.6279999999997,1,2,3,123,Lost / Low Value
CV-12805,Cynthia Voltz,Corporate,East,2016-05-09,2017-12-25,9,2370.3136,98.99749999999999,62,263.36817777777776,True,5,False,5,9,2370.3136,4,4,3,443,Champions
CW-11905,Carl Weiss,Home Office,Central,2014-06-09,2017-12-08,6,1136.592,370.8298,40,189.43200000000002,True,22,False,22,6,1136.592,4,2,1,421,Potential Loyalists
CY-12745,Craig Yedwab,Corporate,West,2014-12-12,2017-10-31,8,2900.026,60.64670000000001,43,362.50325,True,60,False,60,8,2900.026,3,3,3,333,Champions
Co-12640,Corey-Lock,Consumer,East,2014-06-20,2016-06-29,5,1300.076,205.62820000000002,30,260.0152,True,549,True,549,5,1300.076,1,2,2,122,Lost / Low Value
DA-13450,Dianna Arnett,Home Office,Central,2014-04-25,2017-01-12,4,156.76,56.7904,27,39.19,True,352,True,352,4,156.76,1,1,1,111,Lost / Low Value
DB-12910,Daniel Byrd,Home Office,South,2014-10-24,2017-12-09,8,2171.599,431.3748,47,271.449875,True,21,False,21,8,2171.599,4,3,2,432,Loyal Customers
DB-12970,Darren Budd,Corporate,West,2014-11-12,2017-05-03,5,2839.2272,213.00289999999998,43,567.8454399999999,True,241,True,241,5,2839.2272,1,2,3,123,Lost / Low Value
DB-13060,Dave Brooks,Consumer,West,2014-03-01,2017-12-14,7,4531.646,473.0272,48,647.3779999999999,True,16,False,16,7,4531.646,4,3,4,434,Champions
DB-13120,David Bremer,Corporate,West,2015-05-01,2017-11-12,7,2973.094,-1421.7692,59,424.7277142857143,True,48,False,48,7,2973.094,3,3,3,333,Champions
DB-13210,Dean Braden,Consumer,Central,2015-03-22,2017-12-21,10,2332.577,169.9679,75,233.25770000000003,True,9,False,9,10,2332.577,4,4,3,443,Champions
DB-13270,Deborah Brumfield,Home Office,West,2014-02-04,2017-11-07,8,4655.897,841.8263999999999,52,581.987125,True,53,False,53,8,4655.897,3,3,4,334,Champions
DB-13360,Dennis Bolton,Home Office,East,2014-11-19,2017-04-10,5,1081.466,291.0085,28,216.29319999999998,True,264,True,264,5,1081.466,1,2,1,121,Lost / Low Value
DB-13405,Denny Blanton,Consumer,Central,2015-08-08,2017-06-26,4,1711.692,438.9092,62,427.923,True,187,True,187,4,1711.692,1,1,2,112,Lost / Low Value
DB-13555,Dorothy Badders,Corporate,South,2014-04-21,2017-09-14,7,3908.8028,109.32700000000001,61,558.4004,True,107,True,107,7,3908.8028,2,3,4,234,At Risk
DB-13615,Doug Bickford,Consumer,West,2014-09-30,2017-11-27,7,1989.05,438.80119999999994,41,284.15,True,33,False,33,7,1989.05,3,3,2,332,Loyal Customers
DB-13660,Duane Benoit,Consumer,East,2014-06-17,2017-12-18,7,1155.202,177.67350000000002,33,165.02885714285713,True,12,False,12,7,1155.202,4,3,2,432,Loyal Customers
DC-12850,Dan Campbell,Consumer,South,2014-07-05,2017-11-23,9,3336.168,-1441.6312999999998,64,370.68533333333335,True,37,False,37,9,3336.168,3,4,3,343,Champions
DC-13285,Debra Catini,Consumer,Central,2014-12-29,2017-12-07,5,1174.618,132.06820000000002,37,234.9236,True,23,False,23,5,1174.618,4,2,2,422,Potential Loyalists
DD-13570,Dorothy Dickinson,Consumer,Central,2014-03-31,2017-11-19,6,269.542,36.4344,33,44.92366666666666,True,41,False,41,6,269.542,3,2,1,321,Potential Loyalists
DE-13255,Deanra Eno,Home Office,East,2014-08-22,2016-01-11,5,2550.874,464.47139999999996,38,510.17479999999995,True,719,True,719,5,2550.874,1,2,3,123,Lost / Low Value
DF-13135,David Flashing,Consumer,West,2014-10-04,2016-01-30,3,2390.534,-259.3097,23,796.8446666666667,True,700,True,700,3,2390.534,1,1,3,113,Lost / Low Value
DG-13300,Deirdre Greer,Corporate,East,2014-11-01,2017-11-28,5,3195.818,562.7761,39,639.1636000000001,True,32,False,32,5,3195.818,3,2,3,323,Potential Loyalists
DH-13075,Dave Hallsten,Corporate,South,2014-11-21,2017-03-28,6,4932.872,1193.7404,81,822.1453333333334,True,277,True,277,6,4932.872,1,2,4,124,Lost / Low Value
DH-13675,Duane Huffman,Home Office,East,2014-08-12,2015-11-15,4,1043.096,116.667,41,260.774,True,776,True,776,4,1043.096,1,1,1,111,Lost / Low Value
DJ-13420,Denny Joy,Corporate,South,2014-12-08,2016-04-02,4,2012.52,483.03499999999997,20,503.13,True,637,True,637,4,2012.52,1,1,2,112,Lost / Low Value
DJ-13510,Don Jones,Corporate,South,2014-08-17,2017-11-12,8,2501.6879999999996,345.2521,52,312.71099999999996,True,48,False,48,8,2501.6879999999996,3,3,3,333,Champions
DJ-13630,Doug Jacobs,Consumer,East,2015-12-14,2017-12-18,3,3356.398,731.5644,43,1118.7993333333334,True,12,False,12,3,3356.398,4,1,3,413,Potential Loyalists
DK-12835,Damala Kotsonis,Corporate,West,2014-03-26,2017-12-09,12,3256.48,881.1228000000001,86,271.37333333333333,True,21,False,21,12,3256.48,4,4,3,443,Champions
DK-12895,Dana Kaydos,Consumer,Central,2015-03-08,2017-11-15,5,4282.176,937.6496,65,856.4352000000001,True,45,False,45,5,4282.176,3,2,4,324,Potential Loyalists
DK-12985,Darren Koutras,Consumer,South,2014-11-24,2017-12-23,5,1687.04,-107.35379999999998,32,337.408,True,7,False,7,5,1687.04,4,2,2,422,Potential Loyalists
DK-13090,Dave Kipp,Consumer,West,2015-03-02,2017-11-18,7,2650.557,536.3935,33,378.65099999999995,True,42,False,42,7,2650.557,3,3,3,333,Champions
DK-13150,David Kendrick,Corporate,Central,2014-12-05,2017-12-20,2,797.832,249.9447,20,398.916,True,10,False,10,2,797.832,4,1,1,411,Potential Loyalists
DK-13225,Dean Katz,Corporate,East,2014-03-14,2017-12-20,9,4802.394,209.89940000000004,70,533.5993333333333,True,10,False,10,9,4802.394,4,4,4,444,Champions
DK-13375,Dennis Kane,Consumer,East,2014-09-07,2017-12-11,8,3318.486,377.0799,77,414.81075,True,19,False,19,8,3318.486,4,3,3,433,Champions
DL-12865,Dan Lawera,Consumer,East,2014-06-29,2017-09-21,8,1503.112,322.2449,51,187.889,True,100,True,100,8,1503.112,2,3,2,232,At Risk
DL-12925,Daniel Lacy,Consumer,West,2014-09-09,2017-11-03,6,3272.2,4.213200000000029,43,545.3666666666667,True,57,False,57,6,3272.2,3,2,3,323,Potential Loyalists
DL-13315,Delfina Latchford,Consumer,East,2014-01-16,2017-12-08,8,1458.258,288.8732,74,182.28225,True,22,False,22,8,1458.258,4,3,2,432,Loyal Customers
DL-13330,Denise Leinenbach,Consumer,West,2014-06-23,2017-11-03,4,585.02,222.6812,32,146.255,True,57,False,57,4,585.02,3,1,1,311,Potential Loyalists
DL-13495,Dionis Lloyd,Corporate,West,2015-12-25,2017-10-15,8,3539.322,-52.78799999999997,33,442.41525,True,76,False,76,8,3539.322,2,3,3,233,At Risk
DM-12955,Dario Medina,Corporate,Central,2014-09-30,2017-09-07,7,1322.034,108.7583,28,188.86200000000002,True,114,True,114,7,1322.034,2,3,2,232,At Risk
DM-13015,Darrin Martin,Consumer,West,2014-09-14,2017-11-03,7,6345.103,1677.3931,87,906.4432857142857,True,57,False,57,7,6345.103,3,3,4,334,Champions
DM-13345,Denise Monton,Corporate,South,2014-11-03,2017-12-08,8,4074.4719999999998,1319.0586,41,509.30899999999997,True,22,False,22,8,4074.4719999999998,4,3,4,434,Champions
DM-13525,Don Miller,Corporate,Central,2014-07-05,2016-09-05,3,1376.792,199.7688,33,458.93066666666664,True,481,True,481,3,1376.792,1,1,2,112,Lost / Low Value
DN-13690,Duane Noonan,Consumer,West,2014-09-20,2017-05-27,7,2139.79,540.5405000000001,41,305.6842857142857,True,217,True,217,7,2139.79,1,3,2,132,At Risk
DO-13435,Denny Ordway,Consumer,South,2014-10-03,2017-08-19,9,1300.0315,-38.90860000000001,48,144.44794444444446,True,133,True,133,9,1300.0315,2,4,2,242,At Risk
DO-13645,Doug O'Connell,Consumer,West,2015-11-07,2017-12-04,7,1267.316,294.0676,36,181.04514285714285,True,26,False,26,7,1267.316,4,3,2,432,Loyal Customers
DP-13000,Darren Powers,Consumer,Central,2014-01-03,2017-08-26,9,1050.636,241.4524,58,116.73733333333332,True,126,True,126,9,1050.636,2,4,1,241,At Risk
DP-13105,Dave Poirier,Corporate,West,2015-08-22,2017-12-24,8,2215.002,563.1761,63,276.87525,True,6,False,6,8,2215.002,4,3,2,432,Loyal Customers
DP-13165,David Philippe,Consumer,East,2014-12-02,2015-10-10,2,1058.616,-40.93759999999999,20,529.308,True,812,True,812,2,1058.616,1,1,1,111,Lost / Low Value
DP-13390,Dennis Pardue,Home Office,Central,2014-07-05,2017-01-06,9,5480.723999999999,1571.8318,50,608.9693333333332,True,358,True,358,9,5480.723999999999,1,4,4,144,At Risk
DR-12880,Dan Reichenbach,Corporate,Central,2015-09-25,2017-12-27,9,6528.034000000001,1641.8613,103,725.3371111111112,True,3,False,3,9,6528.034000000001,4,4,4,444,Champions
DR-12940,Daniel Raglin,Home Office,East,2014-03-28,2017-11-10,8,8350.868,2869.0759999999996,57,1043.8585,True,50,False,50,8,8350.868,3,3,4,334,Champions
DS-13030,Darrin Sayre,Home Office,West,2014-07-09,2017-09-28,4,1762.213,193.3319,54,440.55325,True,93,True,93,4,1762.213,2,1,2,212,Lost / Low Value
DS-13180,David Smith,Corporate,Central,2014-04-28,2017-12-07,9,2881.8128,163.6993,68,320.2014222222222,True,23,False,23,9,2881.8128,4,4,3,443,Champions
DV-13045,Darrin Van Huff,Corporate,West,2016-06-12,2017-12-11,5,1119.483,-427.184,28,223.89659999999998,True,19,False,19,5,1119.483,4,2,1,421,Potential Loyalists
DV-13465,Dianna Vittorini,Consumer,West,2014-06-22,2017-12-01,6,3341.587,353.2127,62,556.9311666666666,True,29,False,29,6,3341.587,4,2,3,423,Potential Loyalists
DW-13195,David Wiener,Corporate,Central,2014-01-18,2017-10-22,6,1080.751,-86.87379999999999,39,180.12516666666667,True,69,False,69,6,1080.751,3,2,1,321,Potential Loyalists
DW-13480,Dianna Wilson,Home Office,Central,2014-06-01,2017-05-27,5,5271.628,1348.7556,38,1054.3256,True,217,True,217,5,5271.628,1,2,4,124,Lost / Low Value
DW-13540,Don Weiss,Consumer,West,2016-02-27,2017-09-23,5,344.08,69.6672,21,68.816,True,98,True,98,5,344.08,2,2,1,221,Lost / Low Value
DW-13585,Dorothy Wardle,Corporate,East,2014-08-24,2017-05-02,7,1204.854,-266.8966,44,172.122,True,242,True,242,7,1204.854,1,3,2,132,At Risk
Dl-13600,Dorris liebe,Corporate,Central,2014-03-30,2017-09-02,5,755.602,175.2388,19,151.1204,True,119,True,119,5,755.602,2,2,1,221,Lost / Low Value
Dp-13240,Dean percer,Home Office,West,2014-05-26,2017-10-07,11,7198.7609999999995,333.36479999999995,99,654.4328181818181,True,84,False,84,11,7198.7609999999995,2,4,4,244,At Risk
EA-14035,Erin Ashbrook,Corporate,South,2014-09-13,2017-07-31,13,2846.705,-52.74059999999998,87,218.97730769230768,True,152,True,152,13,2846.705,2,4,3,243,At Risk
EB-13705,Ed Braxton,Corporate,East,2014-07-08,2017-11-12,9,3644.978,13.621500000000005,55,404.99755555555555,True,48,False,48,9,3644.978,3,4,3,343,Champions
EB-13750,Edward Becker,Corporate,West,2015-03-12,2017-11-25,10,3236.314,-80.28599999999999,91,323.6314,True,35,False,35,10,3236.314,3,4,3,343,Champions
EB-13840,Ellis Ballard,Corporate,West,2014-05-30,2017-10-01,5,4358.128,656.1988,41,871.6256,True,90,False,90,5,4358.128,2,2,4,224,Lost / Low Value
EB-13870,Emily Burns,Consumer,West,2014-05-05,2017-09-21,10,2767.219,261.5315,41,276.7219,True,100,True,100,10,2767.219,2,4,3,243,At Risk
EB-13930,Eric Barreto,Consumer,West,2014-02-02,2017-07-22,5,944.6000000000001,0.6042000000000058,24,188.92000000000002,True,161,True,161,5,944.6000000000001,2,2,1,221,Lost / Low Value
EB-13975,Erica Bern,Corporate,West,2016-01-04,2017-12-30,4,1643.255,162.8781,18,410.81375,True,0,False,0,4,1643.255,4,1,2,412,Potential Loyalists
EB-14110,Eugene Barchas,Consumer,East,2015-04-13,2017-09-08,6,3071.126,184.7656,30,511.8543333333334,True,113,True,113,6,3071.126,2,2,3,223,Lost / Low Value
EB-14170,Evan Bailliet,Consumer,South,2014-09-29,2017-10-09,6,1186.326,282.1701,20,197.721,True,82,False,82,6,1186.326,2,2,2,222,Lost / Low Value
EC-14050,Erin Creighton,Consumer,East,2014-12-17,2017-11-07,5,461.914,96.4256,37,92.3828,True,53,False,53,5,461.914,3,2,1,321,Potential Loyalists
ED-13885,Emily Ducich,Home Office,West,2014-08-09,2017-08-17,8,3484.92,670.4435000000001,54,435.615,True,135,True,135,8,3484.92,2,3,3,233,At Risk
EG-13900,Emily Grady,Consumer,East,2015-11-02,2017-12-08,5,1832.02,104.2656,44,366.404,True,22,False,22,5,1832.02,4,2,2,422,Potential Loyalists
EH-13765,Edward Hooks,Corporate,East,2014-04-12,2017-08-17,12,10310.880000000001,1393.5154,120,859.2400000000001,True,135,True,135,12,10310.880000000001,2,4,4,244,At Risk
EH-13945,Eric Hoffmann,Consumer,West,2014-07-02,2017-05-27,8,684.1709999999999,53.53980000000001,72,85.52137499999999,True,217,True,217,8,684.1709999999999,1,3,1,131,At Risk
EH-13990,Erica Hackney,Consumer,South,2014-01-15,2016-11-20,6,825.9499999999999,150.3759,20,137.65833333333333,True,405,True,405,6,825.9499999999999,1,2,1,121,Lost / Low Value
EH-14005,Erica Hernandez,Home Office,West,2014-05-13,2017-12-28,7,1219.53,-94.14079999999997,50,174.21857142857144,True,2,False,2,7,1219.53,4,3,2,432,Loyal Customers
EH-14125,Eugene Hildebrand,Home Office,Central,2014-10-19,2017-07-31,10,3082.653,96.27019999999999,76,308.26529999999997,True,152,True,152,10,3082.653,2,4,3,243,At Risk
EH-14185,Evan Henry,Consumer,South,2014-05-22,2017-09-16,6,923.884,242.1107,22,153.98066666666668,True,105,True,105,6,923.884,2,2,1,221,Lost / Low Value
EJ-13720,Ed Jacobs,Consumer,West,2014-01-27,2017-03-03,4,2162.174,387.0176,31,540.5435,True,302,True,302,4,2162.174,1,1,2,112,Lost / Low Value
EJ-14155,Eva Jacobs,Consumer,South,2014-03-03,2017-11-03,5,2656.691,451.87550000000005,31,531.3381999999999,True,57,False,57,5,2656.691,3,2,3,323,Potential Loyalists
EK-13795,Eileen Kiefer,Home Office,West,2014-03-18,2017-11-16,4,1303.478,97.10659999999999,18,325.8695,True,44,False,44,4,1303.478,3,1,2,312,Potential Loyalists
EL-13735,Ed Ludwig,Home Office,East,2016-04-22,2017-10-14,2,124.28,27.1154,9,62.14,True,77,False,77,2,124.28,2,1,1,211,Lost / Low Value
EM-13810,Eleni McCrary,Corporate,West,2015-06-07,2017-08-20,5,2567.0099999999998,-133.8275,23,513.4019999999999,True,132,True,132,5,2567.0099999999998,2,2,3,223,Lost / Low Value
EM-13825,Elizabeth Moffitt,Corporate,Central,2014-12-02,2017-11-05,8,2339.598,682.5541999999999,57,292.44975,True,55,False,55,8,2339.598,3,3,3,333,Champions
EM-13960,Eric Murdock,Consumer,East,2015-10-01,2017-08-01,5,933.704,102.29599999999999,18,186.74079999999998,True,151,True,151,5,933.704,2,2,1,221,Lost / Low Value
EM-14065,Erin Mull,Consumer,East,2014-07-22,2017-11-13,4,228.99,40.15459999999999,22,57.2475,True,47,False,47,4,228.99,3,1,1,311,Potential Loyalists
EM-14095,Eudokia Martin,Corporate,West,2015-08-07,2017-09-08,4,1041.0420000000001,240.2362,34,260.26050000000004,True,113,True,113,4,1041.0420000000001,2,1,1,211,Lost / Low Value
EM-14140,Eugene Moren,Home Office,West,2014-07-19,2017-11-12,6,4588.436000000001,1319.3655,74,764.7393333333334,True,48,False,48,6,4588.436000000001,3,2,4,324,Potential Loyalists
EM-14200,Evan Minnotte,Home Office,South,2015-12-20,2017-07-25,3,366.822,21.7721,13,122.274,True,158,True,158,3,366.822,2,1,1,211,Lost / Low Value
EN-13780,Edward Nazzal,Consumer,East,2015-05-30,2017-03-18,4,2199.366,496.1131,27,549.8415,True,287,True,287,4,2199.366,1,1,2,112,Lost / Low Value
EP-13915,Emily Phan,Consumer,Central,2014-07-06,2017-12-18,17,5478.0608,144.9578,124,322.23887058823533,True,12,False,12,17,5478.0608,4,4,4,444,Champions
ER-13855,Elpida Rittenbach,Corporate,Central,2015-12-21,2016-11-04,3,1245.788,-295.7398,27,415.2626666666667,True,421,True,421,3,1245.788,1,1,2,112,Lost / Low Value
ES-14020,Erica Smith,Consumer,West,2014-09-20,2017-11-20,5,3510.4579999999996,1003.2935,31,702.0916,True,40,False,40,5,3510.4579999999996,3,2,3,323,Potential Loyalists
ES-14080,Erin Smith,Corporate,South,2014-10-02,2017-12-02,9,4657.924,246.6661,77,517.5471111111111,True,28,False,28,9,4657.924,4,4,4,444,Champions
FA-14230,Frank Atkinson,Corporate,West,2014-09-19,2017-09-24,7,2984.054,520.5229,58,426.2934285714286,True,97,True,97,7,2984.054,2,3,3,233,At Risk
FC-14245,Frank Carlisle,Home Office,East,2015-06-13,2017-10-21,7,3418.742,1217.1662000000001,50,488.39171428571433,True,70,False,70,7,3418.742,3,3,3,333,Champions
FC-14335,Fred Chung,Corporate,Central,2014-10-10,2017-06-29,7,3889.366,714.2926,37,555.6237142857143,True,184,True,184,7,3889.366,1,3,4,134,At Risk
FG-14260,Frank Gastineau,Home Office,West,2014-05-21,2017-11-26,7,1383.144,394.73969999999997,48,197.592,True,34,False,34,7,1383.144,3,3,2,332,Loyal Customers
FH-14275,Frank Hawley,Corporate,Central,2014-04-06,2017-11-23,10,4256.272,1073.2676,65,425.6272,True,37,False,37,10,4256.272,3,4,4,344,Champions
FH-14350,Fred Harton,Consumer,West,2015-08-23,2017-06-01,4,2271.284,706.289,52,567.821,True,212,True,212,4,2271.284,1,1,3,113,Lost / Low Value
FH-14365,Fred Hopkins,Corporate,East,2014-10-20,2017-12-25,8,6987.196,2050.2826,52,873.3995,True,5,False,5,8,6987.196,4,3,4,434,Champions
FM-14215,Filia McAdams,Corporate,East,2014-03-11,2017-12-23,10,2456.638,249.6808,48,245.66379999999998,True,7,False,7,10,2456.638,4,4,3,443,Champions
FM-14290,Frank Merwin,Home Office,West,2014-08-26,2017-11-24,9,3736.198,198.10949999999997,79,415.1331111111111,True,36,False,36,9,3736.198,3,4,3,343,Champions
FM-14380,Fred McMath,Consumer,West,2015-07-12,2017-08-07,9,2523.266,191.4898,53,280.3628888888889,True,145,True,145,9,2523.266,2,4,3,243,At Risk
FO-14305,Frank Olsen,Consumer,East,2014-06-09,2017-11-22,10,2678.438,215.59689999999998,60,267.8438,True,38,False,38,10,2678.438,3,4,3,343,Champions
FP-14320,Frank Preis,Consumer,West,2014-12-07,2017-12-07,8,4046.746,406.44730000000004,54,505.84325,True,23,False,23,8,4046.746,4,3,4,434,Champions
FW-14395,Fred Wasserman,Corporate,South,2015-03-22,2017-01-02,3,79.75,23.491300000000003,9,26.583333333333332,True,362,True,362,3,79.75,1,1,1,111,Lost / Low Value
GA-14515,George Ashbrook,Consumer,West,2014-05-18,2017-08-03,8,3919.7760000000003,840.899,48,489.97200000000004,True,149,True,149,8,3919.7760000000003,2,3,4,234,At Risk
GA-14725,Guy Armstrong,Consumer,East,2014-02-11,2017-12-25,11,1398.382,136.70790000000002,79,127.12563636363637,True,5,False,5,11,1398.382,4,4,2,442,Loyal Customers
GB-14530,George Bell,Corporate,East,2014-04-28,2017-10-29,11,1568.44,7.837100000000003,62,142.58545454545455,True,62,False,62,11,1568.44,3,4,2,342,Loyal Customers
GB-14575,Giulietta Baptist,Consumer,East,2015-06-12,2017-12-17,5,4716.288,1135.8393,63,943.2575999999999,True,13,False,13,5,4716.288,4,2,4,424,Potential Loyalists
GD-14590,Giulietta Dortch,Corporate,East,2014-05-05,2017-12-25,4,1888.07,230.93729999999996,25,472.0175,True,5,False,5,4,1888.07,4,1,2,412,Potential Loyalists
GG-14650,Greg Guthrie,Corporate,South,2014-10-31,2017-11-17,9,2224.0,12.698500000000008,92,247.11111111111111,True,43,False,43,9,2224.0,3,4,2,342,Loyal Customers
GH-14410,Gary Hansen,Home Office,West,2014-07-09,2017-10-16,9,2819.4669999999996,-576.8335,65,313.2741111111111,True,75,False,75,9,2819.4669999999996,3,4,3,343,Champions
GH-14425,Gary Hwang,Consumer,West,2014-06-17,2017-11-10,4,4172.8460000000005,1176.4181,51,1043.2115000000001,True,50,False,50,4,4172.8460000000005,3,1,4,314,Potential Loyalists
GH-14485,Gene Hale,Corporate,Central,2015-10-08,2016-12-08,2,1361.2440000000001,-95.4498,15,680.6220000000001,True,387,True,387,2,1361.2440000000001,1,1,2,112,Lost / Low Value
GH-14665,Greg Hansen,Consumer,Central,2015-11-17,2017-12-28,2,146.94080000000002,-5.810200000000001,9,73.47040000000001,True,2,False,2,2,146.94080000000002,4,1,1,411,Potential Loyalists
GK-14620,Grace Kelly,Corporate,West,2014-06-25,2017-09-09,9,6497.27,1448.5525,66,721.9188888888889,True,112,True,112,9,6497.27,2,4,4,244,At Risk
GM-14440,Gary McGarr,Consumer,West,2014-03-21,2017-10-08,7,3582.8199999999997,347.266,43,511.83142857142855,True,83,False,83,7,3582.8199999999997,2,3,3,233,At Risk
GM-14455,Gary Mitchum,Home Office,Central,2014-04-11,2017-12-14,6,3078.624,793.2814000000001,54,513.1039999999999,True,16,False,16,6,3078.624,4,2,3,423,Potential Loyalists
GM-14500,Gene McClure,Consumer,East,2014-08-09,2017-09-15,10,1255.682,441.3185,53,125.5682,True,106,True,106,10,1255.682,2,4,2,242,At Risk
GM-14680,Greg Matthias,Consumer,West,2014-05-10,2017-07-31,6,3163.628,35.48649999999999,31,527.2713333333334,True,152,True,152,6,3163.628,2,2,3,223,Lost / Low Value
GM-14695,Greg Maxwell,Corporate,West,2014-04-05,2017-09-04,3,6049.966,188.7235,44,2016.6553333333334,True,117,True,117,3,6049.966,2,1,4,214,Lost / Low Value
GP-14740,Guy Phonely,Corporate,East,2014-04-06,2015-11-26,2,236.53,31.837600000000002,21,118.265,True,765,True,765,2,236.53,1,1,1,111,Lost / Low Value
GR-14560,Georgia Rosenberg,Corporate,West,2014-11-19,2014-11-21,2,1284.38,359.83320000000003,23,642.19,True,1135,True,1135,2,1284.38,1,1,2,112,Lost / Low Value
