customer_id,customer_name,segment,region,first_order_date,last_order_date,total_orders,total_revenue,total_profit,total_quantity,avg_order_value,is_repeat_customer
DP-13165,David Philippe,Consumer,East,2014-12-02,2015-10-10,2,1058.616,-40.93759999999999,20,529.308,True
DP-13390,Dennis Pardue,Home Office,Central,2014-07-05,2017-01-06,9,5480.723999999999,1571.8318,50,608.9693333333332,True
DR-12880,Dan Reichenbach,Corporate,Central,2015-09-25,2017-12-27,9,6528.034000000001,1641.8613,103,725.3371111111112,True
DR-12940,Daniel Raglin,Home Office,East,2014-03-28,2017-11-10,8,8350.868,2869.0759999999996,57,1043.8585,True
DS-13030,Darrin Sayre,Home Office,West,2014-07-09,2017-09-28,4,1762.213,193.3319,54,440.55325,True
DS-13180,David Smith,Corporate,Central,2014-04-28,2017-12-07,9,2881.8128,163.6993,68,320.2014222222222,True
DV-13045,Darrin Van Huff,Corporate,West,2016-06-12,2017-12-11,5,1119.483,-427.184,28,223.89659999999998,True
DV-13465,Dianna Vittorini,Consumer,West,2014-06-22,2017-12-01,6,3341.587,353.2127,62,556.9311666666666,True
DW-13195,David Wiener,Corporate,Central,2014-01-18,2017-10-22,6,1080.751,-86.87379999999999,39,180.12516666666667,True
DW-13480,Dianna Wilson,Home Office,Central,2014-06-01,2017-05-27,5,5271.628,1348.7556,38,1054.3256,True
DW-13540,Don Weiss,Consumer,West,2016-02-27,2017-09-23,5,344.08,69.6672,21,68.816,True
DW-13585,Dorothy Wardle,Corporate,East,2014-08-24,2017-05-02,7,1204.854,-266.8966,44,172.122,True
Dl-13600,Dorris liebe,Corporate,Central,2014-03-30,2017-09-02,5,755.602,175.2388,19,151.1204,True
Dp-13240,Dean percer,Home Office,West,2014-05-26,2017-10-07,11,7198.7609999999995,333.36479999999995,99,654.4328181818181,True
EA-14035,Erin Ashbrook,Corporate,South,2014-09-13,2017-07-31,13,2846.705,-52.74059999999998,87,218.97730769230768,True
EB-13705,Ed Braxton,Corporate,East,2014-07-08,2017-11-12,9,3644.978,13.621500000000005,55,404.99755555555555,True
EB-13750,Edward Becker,Corporate,West,2015-03-12,2017-11-25,10,3236.314,-80.28599999999999,91,323.6314,True
EB-13840,Ellis Ballard,Corporate,West,2014-05-30,2017-10-01,5,4358.128,656.1988,41,871.6256,True
EB-13870,Emily Burns,Consumer,West,2014-05-05,2017-09-21,10,2767.219,261.5315,41,276.7219,True
EB-13930,Eric Barreto,Consumer,West,2014-02-02,2017-07-22,5,944.6000000000001,0.6042000000000058,24,188.92000000000002,True
EB-13975,Erica Bern,Corporate,West,2016-01-04,2017-12-30,4,1643.255,162.8781,18,410.81375,True
EB-14110,Eugene Barchas,Consumer,East,2015-04-13,2017-09-08,6,3071.126,184.7656,30,511.8543333333334,True
EB-14170,Evan Bailliet,Consumer,South,2014-09-29,2017-10-09,6,1186.326,282.1701,20,197.721,True
EC-14050,Erin Creighton,Consumer,East,2014-12-17,2017-11-07,5,461.914,96.4256,37,92.3828,True
ED-13885,Emily Ducich,Home Office,West,2014-08-09,2017-08-17,8,3484.92,670.4435000000001,54,435.615,True
EG-13900,Emily Grady,Consumer,East,2015-11-02,2017-12-08,5,1832.02,104.2656,44,366.404,True
EH-13765,Edward Hooks,Corporate,East,2014-04-12,2017-08-17,12,10310.880000000001,1393.5154,120,859.2400000000001,True
EH-13945,Eric Hoffmann,Consumer,West,2014-07-02,2017-05-27,8,684.1709999999999,53.53980000000001,72,85.52137499999999,True
EH-13990,Erica Hackney,Consumer,South,2014-01-15,2016-11-20,6,825.9499999999999,150.3759,20,137.65833333333333,True
EH-14005,Erica Hernandez,Home Office,West,2014-05-13,2017-12-28,7,1219.53,-94.14079999999997,50,174.21857142857144,True
EH-14125,Eugene Hildebrand,Home Office,Central,2014-10-19,2017-07-31,10,3082.653,96.27019999999999,76,308.26529999999997,True
EH-14185,Evan Henry,Consumer,South,2014-05-22,2017-09-16,6,923.884,242.1107,22,153.98066666666668,True
EJ-13720,Ed Jacobs,Consumer,West,2014-01-27,2017-03-03,4,2162.174,387.0176,31,540.5435,True
EJ-14155,Eva Jacobs,Consumer,South,2014-03-03,2017-11-03,5,2656.691,451.87550000000005,31,531.3381999999999,True
EK-13795,Eileen Kiefer,Home Office,West,2014-03-18,2017-11-16,4,1303.478,97.10659999999999,18,325.8695,True
EL-13735,Ed Ludwig,Home Office,East,2016-04-22,2017-10-14,2,124.28,27.1154,9,62.14,True
EM-13810,Eleni McCrary,Corporate,West,2015-06-07,2017-08-20,5,2567.0099999999998,-133.8275,23,513.4019999999999,True
EM-13825,Elizabeth Moffitt,Corporate,Central,2014-12-02,2017-11-05,8,2339.598,682.5541999999999,57,292.44975,True
EM-13960,Eric Murdock,Consumer,East,2015-10-01,2017-08-01,5,933.704,102.29599999999999,18,186.74079999999998,True
EM-14065,Erin Mull,Consumer,East,2014-07-22,2017-11-13,4,228.99,40.15459999999999,22,57.2475,True
EM-14095,Eudokia Martin,Corporate,West,2015-08-07,2017-09-08,4,1041.0420000000001,240.2362,34,260.26050000000004,True
EM-14140,Eugene Moren,Home Office,West,2014-07-19,2017-11-12,6,4588.436000000001,1319.3655,74,764.7393333333334,True
EM-14200,Evan Minnotte,Home Office,South,2015-12-20,2017-07-25,3,366.822,21.7721,13,122.274,True
EN-13780,Edward Nazzal,Consumer,East,2015-05-30,2017-03-18,4,2199.366,496.1131,27,549.8415,True
EP-13915,Emily Phan,Consumer,Central,2014-07-06,2017-12-18,17,5478.0608,144.9578,124,322.23887058823533,True
ER-13855,Elpida Rittenbach,Corporate,Central,2015-12-21,2016-11-04,3,1245.788,-295.7398,27,415.2626666666667,True
ES-14020,Erica Smith,Consumer,West,2014-09-20,2017-11-20,5,3510.4579999999996,1003.2935,31,702.0916,True
ES-14080,Erin Smith,Corporate,South,2014-10-02,2017-12-02,9,4657.924,246.6661,77,517.5471111111111,True
FA-14230,Frank Atkinson,Corporate,West,2014-09-19,2017-09-24,7,2984.054,520.5229,58,426.2934285714286,True
FC-14245,Frank Carlisle,Home Office,East,2015-06-13,2017-10-21,7,3418.742,1217.1662000000001,50,488.39171428571433,True
FC-14335,Fred Chung,Corporate,Central,2014-10-10,2017-06-29,7,3889.366,714.2926,37,555.6237142857143,True
FG-14260,Frank Gastineau,Home Office,West,2014-05-21,2017-11-26,7,1383.144,394.73969999999997,48,197.592,True
FH-14275,Frank Hawley,Corporate,Central,2014-04-06,2017-11-23,10,4256.272,1073.2676,65,425.6272,True
FH-14350,Fred Harton,Consumer,West,2015-08-23,2017-06-01,4,2271.284,706.289,52,567.821,True
FH-14365,Fred Hopkins,Corporate,East,2014-10-20,2017-12-25,8,6987.196,2050.2826,52,873.3995,True
FM-14215,Filia McAdams,Corporate,East,2014-03-11,2017-12-23,10,2456.638,249.6808,48,245.66379999999998,True
FM-14290,Frank Merwin,Home Office,West,2014-08-26,2017-11-24,9,3736.198,198.10949999999997,79,415.1331111111111,True
FM-14380,Fred McMath,Consumer,West,2015-07-12,2017-08-07,9,2523.266,191.4898,53,280.3628888888889,True
FO-14305,Frank Olsen,Consumer,East,2014-06-09,2017-11-22,10,2678.438,215.59689999999998,60,267.8438,True
FP-14320,Frank Preis,Consumer,West,2014-12-07,2017-12-07,8,4046.746,406.44730000000004,54,505.84325,True
FW-14395,Fred Wasserman,Corporate,South,2015-03-22,2017-01-02,3,79.75,23.491300000000003,9,26.583333333333332,True
GA-14515,George Ashbrook,Consumer,West,2014-05-18,2017-08-03,8,3919.7760000000003,840.899,48,489.97200000000004,True
GA-14725,Guy Armstrong,Consumer,East,2014-02-11,2017-12-25,11,1398.382,136.70790000000002,79,127.12563636363637,True
GB-14530,George Bell,Corporate,East,2014-04-28,2017-10-29,11,1568.44,7.837100000000003,62,142.58545454545455,True
GB-14575,Giulietta Baptist,Consumer,East,2015-06-12,2017-12-17,5,4716.288,1135.8393,63,943.2575999999999,True
GD-14590,Giulietta Dortch,Corporate,East,2014-05-05,2017-12-25,4,1888.07,230.93729999999996,25,472.0175,True
GG-14650,Greg Guthrie,Corporate,South,2014-10-31,2017-11-17,9,2224.0,12.698500000000008,92,247.11111111111111,True
GH-14410,Gary Hansen,Home Office,West,2014-07-09,2017-10-16,9,2819.4669999999996,-576.8335,65,313.2741111111111,True
GH-14425,Gary Hwang,Consumer,West,2014-06-17,2017-11-10,4,4172.8460000000005,1176.4181,51,1043.2115000000001,True
GH-14485,Gene Hale,Corporate,Central,2015-10-08,2016-12-08,2,1361.2440000000001,-95.4498,15,680.6220000000001,True
GH-14665,Greg Hansen,Consumer,Central,2015-11-17,2017-12-28,2,146.94080000000002,-5.810200000000001,9,73.47040000000001,True
GK-14620,Grace Kelly,Corporate,West,2014-06-25,2017-09-09,9,6497.27,1448.5525,66,721.9188888888889,True
GM-14440,Gary McGarr,Consumer,West,2014-03-21,2017-10-08,7,3582.8199999999997,347.266,43,511.83142857142855,True
GM-14455,Gary Mitchum,Home Office,Central,2014-04-11,2017-12-14,6,3078.624,793.2814000000001,54,513.1039999999999,True
GM-14500,Gene McClure,Consumer,East,2014-08-09,2017-09-15,10,1255.682,441.3185,53,125.5682,True
GM-14680,Greg Matthias,Consumer,West,2014-05-10,2017-07-31,6,3163.628,35.48649999999999,31,527.2713333333334,True
GM-14695,Greg Maxwell,Corporate,West,2014-04-05,2017-09-04,3,6049.966,188.7235,44,2016.6553333333334,True
GP-14740,Guy Phonely,Corporate,East,2014-04-06,2015-11-26,2,236.53,31.837600000000002,21,118.265,True
GR-14560,Georgia Rosenberg,Corporate,West,2014-11-19,2014-11-21,2,1284.38,359.83320000000003,23,642.19,True
GT-14635,Grant Thornton,Corporate,South,2014-06-06,2017-11-04,3,9351.212,-4108.6589,26,3117.0706666666665,True
GT-14710,Greg Tran,Consumer,Central,2014-05-23,2017-11-24,11,11820.119999999999,2163.4269,106,1074.5563636363636,True
GT-14755,Guy Thornton,Consumer,Central,2015-02-18,2017-11-26,4,226.436,-6.139200000000002,23,56.609,True
GW-14605,Giulietta Weimer,Consumer,West,2014-03-01,2017-12-02,7,2189.019,-268.54229999999995,43,312.717,True
GZ-14470,Gary Zandusky,Consumer,Central,2014-08-05,2017-12-23,9,4355.150000000001,1087.7539,48,483.9055555555556,True
GZ-14545,George Zrebassa,Corporate,East,2014-09-28,2017-07-26,4,2454.6220000000003,828.661,25,613.6555000000001,True
HA-14905,Helen Abelman,Consumer,East,2014-06-30,2017-10-22,7,2163.3,270.8574,45,309.04285714285714,True
HA-14920,Helen Andreada,Consumer,West,2014-10-11,2017-12-10,8,2584.158,99.1445,72,323.01975,True
HD-14785,Harold Dahlen,Home Office,East,2014-05-11,2015-11-22,3,251.36,-135.87599999999998,31,83.78666666666668,True
HE-14800,Harold Engle,Corporate,Central,2016-01-30,2017-12-18,4,883.5319999999999,274.4028,44,220.88299999999998,True
HF-14995,Herbert Flentye,Consumer,Central,2014-05-26,2017-12-09,7,2533.1639999999998,-13.876799999999989,70,361.8805714285714,True
HG-14845,Harry Greene,Consumer,South,2014-04-29,2017-11-06,5,785.628,147.0032,31,157.12560000000002,True
HG-14965,Henry Goldwyn,Corporate,West,2014-09-20,2017-12-07,12,3247.642,-2797.9635000000003,68,270.6368333333333,True
HG-15025,Hunter Glantz,Consumer,Central,2014-10-14,2017-12-24,7,3690.284,804.6113,38,527.1834285714286,True
HH-15010,Hilary Holden,Corporate,West,2014-08-29,2017-10-19,2,218.668,86.7342,20,109.334,True
HJ-14875,Heather Jas,Home Office,South,2015-04-13,2017-08-26,5,358.1,98.6548,21,71.62,True
HK-14890,Heather Kirkland,Corporate,South,2014-06-10,2017-08-01,8,4877.784,956.9451,64,609.723,True
HL-15040,Hunter Lopez,Consumer,Central,2014-01-20,2017-11-17,6,12873.297999999999,5622.4292000000005,50,2145.5496666666663,True
HM-14860,Harry Marie,Corporate,East,2014-07-21,2017-12-28,10,8236.7648,2437.9836,76,823.6764800000001,True
HM-14980,Henry MacAllister,Consumer,East,2015-10-02,2017-04-27,4,736.276,117.2755,29,184.069,True
HP-14815,Harold Pawlan,Home Office,Central,2014-05-06,2017-11-30,7,1990.314,373.8637,44,284.33057142857143,True
HR-14770,Hallie Redmond,Home Office,West,2014-03-01,2017-12-17,5,1299.288,185.5794,38,259.8576,True
HR-14830,Harold Ryan,Corporate,West,2014-11-24,2017-07-24,7,5248.787,1196.9504,51,749.8267142857143,True
HW-14935,Helen Wasserman,Corporate,West,2015-09-27,2017-09-04,8,9300.254,2164.1611,85,1162.53175,True
HZ-14950,Henia Zydlo,Consumer,East,2016-03-14,2017-11-25,5,886.52,-130.3879,21,177.304,True
IG-15085,Ivan Gibson,Consumer,West,2014-10-18,2017-10-20,4,744.574,320.4982,19,186.1435,True
IL-15100,Ivan Liston,Consumer,West,2014-08-01,2017-08-10,7,5040.736,1121.937,60,720.1051428571428,True
IM-15055,Ionia McGrath,Consumer,West,2014-01-23,2016-11-16,3,2872.63,975.7701,19,957.5433333333334,True
IM-15070,Irene Maddox,Consumer,West,2014-12-19,2016-12-05,7,4930.474,514.6527,93,704.3534285714286,True
JA-15970,Joseph Airdo,Consumer,West,2014-09-17,2017-09-29,8,6491.026,-819.4217000000001,87,811.37825,True
JB-15400,Jennifer Braxton,Corporate,Central,2014-09-14,2017-12-23,10,1791.605,156.05319999999998,43,179.1605,True
JB-15925,Joni Blumstein,Consumer,East,2014-12-05,2015-12-24,3,900.552,-286.9808,32,300.184,True
JB-16000,Joy Bell-,Consumer,Central,2016-01-10,2017-11-17,7,644.1188,126.76490000000001,32,92.01697142857142,True
JB-16045,Julia Barnett,Home Office,South,2015-05-03,2017-12-23,5,2518.115,201.51850000000002,32,503.62299999999993,True
JC-15340,Jasper Cacioppo,Consumer,West,2014-01-28,2017-09-07,4,71.263,-0.35560000000000036,12,17.81575,True
JC-15385,Jenna Caffey,Consumer,West,2017-07-08,2017-07-08,1,1058.108,502.92440000000005,14,1058.108,False
JC-15775,John Castell,Consumer,Central,2014-09-14,2017-07-25,9,2772.055,279.56919999999997,64,308.00611111111107,True
JC-16105,Julie Creighton,Corporate,South,2014-11-18,2017-11-03,5,858.576,201.5952,43,171.7152,True
JD-15790,John Dryer,Consumer,Central,2015-04-02,2017-09-04,5,2152.352,-266.55249999999995,26,430.4704,True
JD-15895,Jonathan Doherty,Corporate,East,2014-03-26,2016-12-01,11,7610.8640000000005,1050.2667999999999,150,691.8967272727273,True
JD-16015,Joy Daniels,Consumer,Central,2014-10-04,2017-09-09,6,385.43,26.7605,39,64.23833333333333,True
JD-16060,Julia Dunbar,Consumer,West,2014-09-24,2017-03-05,3,695.442,111.11410000000001,17,231.814,True
JD-16150,Justin Deggeller,Corporate,Central,2014-11-16,2017-11-19,8,8828.0305,1619.5199,60,1103.5038125,True
JE-15475,Jeremy Ellison,Consumer,East,2015-03-16,2017-06-20,6,1388.682,276.2197,49,231.447,True
JE-15610,Jim Epp,Corporate,Central,2014-10-14,2017-11-12,7,7754.976,1623.4019,74,1107.8537142857142,True
JE-15715,Joe Elijah,Consumer,West,2014-08-25,2017-11-14,10,8697.842999999999,1262.2926,97,869.7842999999999,True
JE-15745,Joel Eaton,Consumer,South,2014-06-22,2017-11-09,13,6760.8150000000005,221.79670000000002,90,520.0626923076924,True
JE-16165,Justin Ellison,Corporate,Central,2016-12-05,2017-12-10,3,2697.248,789.6476,34,899.0826666666667,True
JF-15190,Jamie Frazer,Consumer,West,2014-11-15,2017-10-26,7,2279.5860000000002,575.1259,72,325.6551428571429,True
JF-15295,Jason Fortune-,Consumer,West,2014-03-14,2017-05-19,5,955.124,97.28899999999999,42,191.0248,True
JF-15355,Jay Fein,Consumer,Central,2015-10-23,2017-09-16,6,1911.844,330.199,58,318.6406666666667,True
JF-15415,Jennifer Ferguson,Consumer,East,2014-06-17,2017-12-28,6,2371.448,635.6376,69,395.24133333333333,True
JF-15490,Jeremy Farry,Consumer,West,2014-10-19,2017-08-31,11,1082.918,-18.06730000000001,36,98.4470909090909,True
JF-15565,Jill Fjeld,Consumer,Central,2014-10-11,2017-11-06,8,4198.332,1073.2088,67,524.7915,True
JG-15115,Jack Garza,Consumer,West,2014-09-21,2015-12-03,3,2358.676,684.1911,20,786.2253333333333,True
JG-15160,James Galang,Consumer,West,2014-05-30,2017-12-29,11,6366.392,1415.6664,70,578.762909090909,True
JG-15310,Jason Gross,Corporate,East,2016-03-03,2017-12-28,6,2240.58,3.7976000000000063,46,373.43,True
JG-15805,John Grady,Corporate,East,2014-04-05,2017-05-21,6,1507.018,206.1019,46,251.16966666666667,True
JH-15430,Jennifer Halladay,Consumer,South,2014-02-24,2017-12-25,4,309.281,-24.077100000000005,29,77.32025,True
JH-15820,John Huston,Consumer,East,2014-05-19,2017-07-09,6,528.91,26.082199999999997,29,88.15166666666666,True
JH-15910,Jonathan Howell,Consumer,West,2015-06-12,2017-11-19,7,959.477,-13.554499999999996,35,137.06814285714285,True
JH-15985,Joseph Holt,Consumer,Central,2014-08-09,2017-12-01,6,7954.9980000000005,-644.6982,64,1325.833,True
JH-16180,Justin Hirsh,Consumer,West,2015-05-25,2016-11-21,4,2256.3940000000002,-96.95300000000002,28,564.0985000000001,True
JJ-15445,Jennifer Jackson,Consumer,West,2015-03-05,2016-09-03,5,709.178,200.5558,25,141.8356,True
JJ-15760,Joel Jenkins,Home Office,South,2015-10-05,2015-12-08,2,195.0,34.449200000000005,11,97.5,True
JK-15205,Jamie Kunitz,Consumer,West,2014-07-11,2017-10-30,5,4427.142,1219.983,67,885.4284,True
JK-15325,Jason Klamczynski,Corporate,Central,2014-11-21,2017-03-18,3,383.812,55.32769999999999,15,127.93733333333334,True
JK-15370,Jay Kimmel,Consumer,West,2014-04-11,2017-11-16,8,2709.632,330.2838,72,338.704,True
JK-15625,Jim Karlsson,Consumer,West,2014-05-31,2017-10-30,7,3760.028,750.9485,44,537.1468571428571,True
JK-15640,Jim Kriz,Home Office,East,2014-09-19,2017-07-03,9,4760.434,1172.5303,41,528.9371111111111,True
JK-15730,Joe Kamberova,Consumer,South,2014-11-18,2017-10-07,10,4867.2,55.0483,88,486.71999999999997,True
JK-16090,Juliana Krohn,Consumer,Central,2015-04-21,2017-12-02,3,3747.668,586.6625,43,1249.2226666666668,True
JK-16120,Julie Kriz,Home Office,Central,2014-11-02,2017-09-04,10,2932.484,122.6566,49,293.2484,True
JL-15130,Jack Lebron,Consumer,Central,2014-07-18,2017-12-22,6,1214.956,-207.79559999999998,42,202.49266666666665,True
JL-15175,James Lanier,Home Office,South,2014-12-31,2017-12-24,5,1571.523,209.2817,29,314.3046,True
JL-15235,Janet Lee,Consumer,Central,2014-05-25,2017-09-02,5,2203.7,54.51740000000002,39,440.73999999999995,True
JL-15505,Jeremy Lonsdale,Consumer,East,2014-11-14,2017-11-11,6,3173.874,591.7163,56,528.9789999999999,True
JL-15835,John Lee,Consumer,West,2014-04-18,2017-12-09,11,9799.923,228.907,143,890.9020909090909,True
JL-15850,John Lucas,Consumer,East,2014-07-22,2016-04-25,6,2725.256,779.9046,38,454.2093333333333,True
JM-15250,Janet Martin,Consumer,South,2016-03-29,2017-11-23,6,3159.1220000000003,19.82350000000004,91,526.5203333333334,True
JM-15265,Janet Molinari,Corporate,East,2014-08-25,2017-11-23,5,1804.146,502.6143,52,360.8292,True
JM-15535,Jessica Myrick,Consumer,East,2014-09-13,2017-09-19,7,1733.443,356.5395,46,247.6347142857143,True
JM-15580,Jill Matthias,Consumer,South,2016-04-14,2017-12-30,5,303.948,113.1204,26,60.78959999999999,True
JM-15655,Jim Mitchum,Corporate,East,2014-04-08,2017-12-22,5,864.947,117.20400000000001,41,172.9894,True
JM-15865,John Murray,Consumer,East,2014-11-19,2017-09-12,7,7625.076000000001,1574.6163999999999,50,1089.2965714285715,True
JM-16195,Justin MacKendrick,Consumer,West,2014-04-30,2017-11-03,10,2833.9260000000004,754.1144,74,283.3926,True
JO-15145,Jack O'Briant,Corporate,East,2014-01-06,2017-11-03,9,3254.949,581.4045,59,361.661,True
JO-15280,Jas O'Carroll,Consumer,West,2014-03-31,2017-09-29,6,1934.272,202.13619999999997,36,322.3786666666667,True
JO-15550,Jesus Ocampo,Home Office,East,2015-03-19,2017-05-29,5,1090.838,167.6709,42,218.1676,True
JP-15460,Jennifer Patt,Corporate,East,2014-08-24,2017-11-23,7,1669.135,429.7465,54,238.44785714285715,True
JP-15520,Jeremy Pistek,Consumer,West,2014-08-22,2017-12-22,7,3635.594,757.1802,63,519.3705714285715,True
JP-16135,Julie Prescott,Home Office,South,2014-09-23,2017-09-19,9,1707.71,309.7116,47,189.74555555555557,True
JR-15670,Jim Radford,Consumer,East,2015-12-24,2016-05-16,2,1156.658,-785.1645,14,578.329,True
JR-15700,Jocasta Rupert,Consumer,South,2017-10-23,2017-10-23,1,863.88,107.985,3,863.88,False
JR-16210,Justin Ritter,Corporate,East,2015-09-18,2017-11-27,5,2201.686,452.37300000000005,41,440.33720000000005,True
JS-15595,Jill Stevenson,Corporate,West,2014-03-03,2017-09-02,4,1417.654,-175.54899999999998,35,354.4135,True
JS-15685,Jim Sink,Corporate,West,2016-06-14,2017-11-18,4,1131.0639999999999,-54.8692,42,282.76599999999996,True
JS-15880,John Stevenson,Consumer,West,2014-04-08,2016-07-14,5,3868.02,564.9798000000001,43,773.604,True
JS-15940,Joni Sundaresam,Home Office,Central,2014-05-03,2016-09-23,5,469.169,-327.9336,37,93.8338,True
JS-16030,Joy Smith,Consumer,Central,2014-02-27,2017-12-02,6,2516.494,-311.25749999999994,70,419.4156666666667,True
JW-15220,Jane Waco,Corporate,West,2015-04-30,2017-11-18,6,7721.714,2173.7093999999997,66,1286.9523333333334,True
JW-15955,Joni Wasserman,Consumer,West,2015-08-16,2017-12-25,7,1244.086,-29.575899999999987,41,177.72657142857142,True
JW-16075,Julia West,Consumer,East,2015-03-21,2016-09-25,4,1428.731,154.06369999999998,38,357.18275,True
KA-16525,Kelly Andreada,Consumer,West,2014-03-11,2017-11-24,7,1519.506,234.9194,57,217.07228571428573,True
KB-16240,Karen Bern,Corporate,West,2014-03-31,2017-12-26,7,3152.6150000000002,763.9076,34,450.37357142857144,True
KB-16315,Karl Braun,Consumer,Central,2014-08-26,2017-03-09,9,1569.464,49.71929999999999,62,174.3848888888889,True
KB-16405,Katrina Bavinger,Home Office,West,2015-11-20,2017-09-04,3,908.821,274.297,25,302.94033333333334,True
KB-16585,Ken Black,Corporate,Central,2014-04-04,2017-05-14,12,2744.742,579.3551,102,228.72850000000003,True
KB-16600,Ken Brennan,Corporate,Central,2014-12-30,2017-12-29,7,983.922,293.55240000000003,29,140.56028571428573,True
KC-16255,Karen Carlisle,Corporate,West,2014-09-08,2016-11-18,6,2120.954,846.1217,40,353.49233333333336,True
KC-16540,Kelly Collister,Consumer,West,2015-11-02,2017-09-24,4,3908.262,709.4219,28,977.0655,True
KC-16675,Kimberly Carter,Corporate,West,2014-12-13,2017-11-03,4,1146.05,156.7797,40,286.5125,True
KD-16270,Karen Daniels,Consumer,South,2014-11-11,2016-09-02,5,8282.358,1107.6952000000003,64,1656.4716,True
KD-16345,Katherine Ducich,Consumer,West,2014-09-02,2017-11-19,6,1888.964,328.5942,36,314.82733333333334,True
KD-16495,Keith Dawkins,Corporate,East,2014-09-28,2017-09-09,12,8181.256,3038.6254,84,681.7713333333334,True
KD-16615,Ken Dana,Corporate,West,2015-09-13,2017-03-16,5,2243.5099999999998,539.7219,56,448.70199999999994,True
KE-16420,Katrina Edelman,Corporate,South,2014-04-03,2017-12-04,8,1686.7312,397.87989999999996,67,210.8414,True
KF-16285,Karen Ferguson,Home Office,West,2014-09-26,2017-09-24,7,10604.266,1660.1386,67,1514.895142857143,True
KH-16330,Katharine Harms,Corporate,South,2014-04-01,2017-11-20,8,3312.864,454.7871,70,414.108,True
KH-16360,Katherine Hughes,Consumer,East,2014-04-29,2017-12-29,6,3100.612,528.2051,40,516.7686666666667,True
KH-16510,Keith Herrera,Consumer,West,2014-08-15,2017-12-08,7,5952.859,656.1162,91,850.4084285714287,True
KH-16630,Ken Heidel,Corporate,Central,2014-11-01,2017-11-02,9,3918.9660000000003,727.3786,84,435.4406666666667,True
KH-16690,Kristen Hastings,Corporate,West,2014-03-21,2017-12-28,7,5990.799,1227.5091,69,855.8284285714286,True
KL-16555,Kelly Lampkin,Corporate,West,2014-06-15,2017-12-14,8,5016.488,-182.78130000000002,84,627.061,True
KL-16645,Ken Lonsdale,Consumer,Central,2014-07-25,2017-11-13,12,14175.229000000001,806.855,113,1181.2690833333334,True
KM-16225,Kalyca Meade,Corporate,East,2015-07-06,2017-12-16,6,2260.958,635.1057000000001,72,376.82633333333337,True
KM-16375,Katherine Murray,Home Office,South,2014-07-20,2017-11-04,8,5620.186,973.7901999999999,69,702.52325,True
KM-16660,Khloe Miller,Consumer,South,2014-12-22,2017-12-15,5,453.538,91.1391,30,90.7076,True
KM-16720,Kunst Miller,Consumer,West,2014-03-30,2017-12-02,8,4909.472,745.7685,98,613.684,True
KN-16390,Katherine Nockton,Corporate,West,2014-12-02,2017-12-11,9,2617.272,-151.1518,56,290.808,True
KN-16450,Kean Nguyen,Corporate,South,2014-04-12,2017-11-08,5,2171.962,114.3083,49,434.3924,True
KN-16705,Kristina Nunn,Home Office,West,2014-03-02,2017-09-23,8,2280.58,329.76250000000005,55,285.0725,True
KS-16300,Karen Seio,Corporate,West,2015-01-13,2017-03-10,3,88.472,0.11099999999999888,10,29.490666666666666,True
KT-16465,Kean Takahito,Consumer,West,2014-09-08,2016-12-04,7,3057.1,254.0032,45,436.7285714285714,True
KT-16480,Kean Thornton,Consumer,East,2014-03-10,2017-09-21,10,4642.088400000001,194.0671,37,464.20884000000007,True
KW-16435,Katrina Willman,Consumer,East,2015-08-24,2017-09-25,5,4416.5199999999995,1756.135,42,883.3039999999999,True
KW-16570,Kelly Williams,Consumer,South,2014-09-30,2015-11-20,4,449.096,107.92699999999999,22,112.274,True
LA-16780,Laura Armstrong,Corporate,Central,2014-04-29,2017-07-29,11,8673.222,2059.1199,105,788.4747272727273,True
LB-16735,Larry Blacks,Consumer,Central,2016-07-25,2017-11-12,3,50.188,18.6507,12,16.729333333333333,True
LB-16795,Laurel Beltran,Home Office,Central,2014-04-23,2017-07-31,8,4704.304,-40.13219999999996,74,588.038,True
LC-16870,Lena Cacioppo,Consumer,West,2015-05-03,2017-12-03,8,2580.7039999999997,-188.25110000000004,113,322.58799999999997,True
LC-16885,Lena Creighton,Consumer,West,2014-04-25,2017-12-14,12,7663.126,1288.3469,93,638.5938333333334,True
LC-16930,Linda Cazamias,Corporate,Central,2014-02-20,2017-11-19,8,4492.946,288.26599999999996,52,561.61825,True
LC-16960,Lindsay Castell,Home Office,South,2015-02-23,2016-10-20,4,3246.626,299.48019999999997,30,811.6565,True
LC-17050,Liz Carlisle,Consumer,West,2014-01-31,2017-11-06,5,2095.064,86.77799999999999,43,419.01279999999997,True
LC-17140,Logan Currie,Consumer,Central,2014-09-09,2017-12-17,9,2633.582,231.12520000000004,62,292.6202222222222,True
LD-16855,Lela Donovan,Corporate,Central,2016-06-26,2016-06-26,1,5.304,0.4641,3,5.304,False
LD-17005,Lisa DeCherney,Consumer,West,2014-09-29,2016-11-11,4,1961.934,557.1714,25,490.4835,True
LE-16810,Laurel Elliston,Consumer,West,2014-05-27,2017-12-09,6,1469.45,161.76489999999998,32,244.90833333333333,True
LF-17185,Luke Foster,Consumer,South,2014-07-26,2017-12-08,7,3930.5089999999996,-3583.977,69,561.5012857142857,True
LH-16750,Larry Hughes,Consumer,South,2014-09-21,2017-08-01,3,287.426,12.627699999999999,12,95.80866666666667,True
LH-16900,Lena Hernandez,Consumer,East,2014-08-19,2017-12-09,9,2295.332,526.0727,64,255.03688888888888,True
